,itemd_id,instruction,begin,character,sensory_VP,sensory_DP_PP,end,sensory_VP_s2,ADV_intensifier,PPT_JJ,condition,whose_opinion_question,question_sensory_VP,question_PPT_JJ,option_1,option_2,option_3
187,47,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",David,put,the popcorn in the container.,It,was,really,amazing.,baseline,Whose opinion is it that the popcorn,was,enticing?,The narrator's,David's,Both the narrator and David have this opinion.
188,48,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Laura,saw,the pasta in the plate.,It,looked,extremely,tantalizing.,vision,Whose opinion is it that the pasta,looked,interesting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
189,48,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Laura,smelled,the pasta in the plate.,It,smelled,extremely,tantalizing.,smell,Whose opinion is it that the pasta,smelled,interesting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
190,48,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Laura,tasted,the pasta in the plate.,It,tasted,extremely,tantalizing.,taste,Whose opinion is it that the pasta,tasted,interesting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
191,48,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Laura,put,the pasta in the plate.,It,was,extremely,tantalizing.,baseline,Whose opinion is it that the pasta,was,interesting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
192,49,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Michael,saw,the biscuit on the tray.,It,looked,absolutely,delightful.,vision,Whose opinion is it that the biscuit,looked,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
193,49,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Michael,smelled,the biscuit on the tray.,It,smelled,absolutely,delightful.,smell,Whose opinion is it that the biscuit,smelled,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
194,49,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Michael,tasted,the biscuit on the tray.,It,tasted,absolutely,delightful.,taste,Whose opinion is it that the biscuit,tasted,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
195,49,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Michael,put,the biscuit on the tray.,It,was,absolutely,delightful.,baseline,Whose opinion is it that the biscuit,was,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
196,50,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Sarah,saw,the cookie in the bowl.,It,looked,extremely,tantalizing.,vision,Whose opinion is it that the cookie,looked,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
197,50,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Sarah,smelled,the cookie in the bowl.,It,smelled,extremely,tantalizing.,smell,Whose opinion is it that the cookie,smelled,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
198,50,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Sarah,tasted,the cookie in the bowl.,It,tasted,extremely,tantalizing.,taste,Whose opinion is it that the cookie,tasted,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
199,50,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",Sarah,put,the cookie in the bowl.,It,was,extremely,tantalizing.,baseline,Whose opinion is it that the cookie,was,interesting?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
200,51,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Michael,saw,the pasta on the table.,It,looked,incredibly,unpleasant.,vision,Whose opinion is it that the pasta,looked,unpleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
201,51,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Michael,smelled,the pasta on the table.,It,smelled,incredibly,unpleasant.,smell,Whose opinion is it that the pasta,smelled,unpleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
202,51,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Michael,tasted,the pasta on the table.,It,tasted,incredibly,unpleasant.,taste,Whose opinion is it that the pasta,tasted,unpleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
203,51,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Michael,put,the pasta on the table.,It,was,incredibly,unpleasant.,baseline,Whose opinion is it that the pasta,was,unpleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
204,52,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Anna,saw,the bread on the plate.,It,looked,totally,horrifying.,vision,Whose opinion is it that the bread,looked,horrifying?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
205,52,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Anna,smelled,the bread on the plate.,It,smelled,totally,horrifying.,smell,Whose opinion is it that the bread,smelled,horrifying?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
206,52,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Anna,tasted,the bread on the plate.,It,tasted,totally,horrifying.,taste,Whose opinion is it that the bread,tasted,horrifying?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
207,52,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Anna,put,the bread on the plate.,It,was,totally,horrifying.,baseline,Whose opinion is it that the bread,was,horrifying?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
208,53,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,saw,the pretzel in the bowl.,It,looked,truly,dreadful.,vision,Whose opinion is it that the pretzel,looked,dreadful?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
209,53,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,smelled,the pretzel in the bowl.,It,smelled,truly,dreadful.,smell,Whose opinion is it that the pretzel,smelled,dreadful?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
210,53,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,tasted,the pretzel in the bowl.,It,tasted,truly,dreadful.,taste,Whose opinion is it that the pretzel,tasted,dreadful?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
211,53,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Robert,put,the pretzel in the bowl.,It,was,truly,dreadful.,baseline,Whose opinion is it that the pretzel,was,dreadful?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
212,54,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Laura,saw,the bacon on the plate.,It,looked,extremely,revolting.,vision,Whose opinion is it that the bacon,looked,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
213,54,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Laura,smelled,the bacon on the plate.,It,smelled,extremely,revolting.,smell,Whose opinion is it that the bacon,smelled,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
214,54,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Laura,tasted,the bacon on the plate.,It,tasted,extremely,revolting.,taste,Whose opinion is it that the bacon,tasted,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
215,54,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after work,",Laura,put,the bacon on the plate.,It,was,extremely,revolting.,baseline,Whose opinion is it that the bacon,was,revolting?,The narrator's,Laura's,Both the narrator and Laura have this opinion.
216,55,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,saw,the cake on the table.,It,looked,really,disgusting.,vision,Whose opinion is it that the cake,looked,disgusting?,The narrator's,John's,Both the narrator and John have this opinion.
217,55,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,smelled,the cake on the table.,It,smelled,really,disgusting.,smell,Whose opinion is it that the cake,smelled,disgusting?,The narrator's,John's,Both the narrator and John have this opinion.
218,55,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,tasted,the cake on the table.,It,tasted,really,disgusting.,taste,Whose opinion is it that the cake,tasted,disgusting?,The narrator's,John's,Both the narrator and John have this opinion.
219,55,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,put,the cake on the table.,It,was,really,disgusting.,baseline,Whose opinion is it that the cake,was,disgusting?,The narrator's,John's,Both the narrator and John have this opinion.
220,56,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Sarah,saw,the sushi on the table.,It,looked,very,pleasant.,vision,Whose opinion is it that the sushi,looked,pleasant?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
221,56,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Sarah,smelled,the sushi on the table.,It,smelled,very,pleasant.,smell,Whose opinion is it that the sushi,smelled,pleasant?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
222,56,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Sarah,tasted,the sushi on the table.,It,tasted,very,pleasant.,taste,Whose opinion is it that the sushi,tasted,pleasant?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
223,56,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I arrived,",Sarah,put,the sushi on the table.,It,was,very,pleasant.,baseline,Whose opinion is it that the sushi,was,pleasant?,The narrator's,Sarah's,Both the narrator and Sarah have this opinion.
224,57,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,saw,the dumplings on the table.,It,looked,really,delicious.,vision,Whose opinion is it that the dumplings,looked,delicious?,The narrator's,John's,Both the narrator and John have this opinion.
225,57,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,smelled,the dumplings on the table.,It,smelled,really,delicious.,smell,Whose opinion is it that the dumplings,smelled,delicious?,The narrator's,John's,Both the narrator and John have this opinion.
226,57,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,tasted,the dumplings on the table.,It,tasted,really,delicious.,taste,Whose opinion is it that the dumplings,tasted,delicious?,The narrator's,John's,Both the narrator and John have this opinion.
227,57,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I walked in,",John,put,the dumplings on the table.,It,was,really,delicious.,baseline,Whose opinion is it that the dumplings,was,delicious?,The narrator's,John's,Both the narrator and John have this opinion.
228,58,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Jessica,saw,the cake on the table.,It,looked,extremely,tantalizing.,vision,Whose opinion is it that the cake,looked,interesting?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
229,58,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Jessica,smelled,the cake on the table.,It,smelled,extremely,tantalizing.,smell,Whose opinion is it that the cake,smelled,interesting?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
230,58,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Jessica,tasted,the cake on the table.,It,tasted,extremely,tantalizing.,taste,Whose opinion is it that the cake,tasted,interesting?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
231,58,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I came into the room,",Jessica,put,the cake on the table.,It,was,extremely,tantalizing.,baseline,Whose opinion is it that the cake,was,interesting?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
232,59,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I went into the room,",John,saw,the fried chicken on the table.,It,looked,really,tantalizing.,vision,Whose opinion is it that the fried chicken,looked,interesting?,The narrator's,John's,Both the narrator and John have this opinion.
233,59,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I went into the room,",John,smelled,the fried chicken on the table.,It,smelled,really,tantalizing.,smell,Whose opinion is it that the fried chicken,smelled,interesting?,The narrator's,John's,Both the narrator and John have this opinion.
234,59,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I went into the room,",John,tasted,the fried chicken on the table.,It,tasted,really,tantalizing.,taste,Whose opinion is it that the fried chicken,tasted,interesting?,The narrator's,John's,Both the narrator and John have this opinion.
235,59,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I went into the room,",John,put,the fried chicken on the table.,It,was,really,tantalizing.,baseline,Whose opinion is it that the fried chicken,was,interesting?,The narrator's,John's,Both the narrator and John have this opinion.
236,60,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Jessica,saw,the pancake in the plate.,It,looked,absolutely,horrifying.,vision,Whose opinion is it that the pancake,looked,horrifying?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
237,60,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Jessica,smelled,the pancake in the plate.,It,smelled,absolutely,horrifying.,smell,Whose opinion is it that the pancake,smelled,horrifying?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
238,60,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Jessica,tasted,the pancake in the plate.,It,tasted,absolutely,horrifying.,taste,Whose opinion is it that the pancake,tasted,horrifying?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
239,60,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Jessica,put,the pancake in the plate.,It,was,absolutely,horrifying.,baseline,Whose opinion is it that the pancake,was,horrifying?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
240,61,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Michael,saw,the noodles on the table.,It,looked,totally,delightful.,vision,Whose opinion is it that the noodles,looked,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
241,61,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Michael,smelled,the noodles on the table.,It,smelled,totally,delightful.,smell,Whose opinion is it that the noodles,smelled,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
242,61,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Michael,tasted,the noodles on the table.,It,tasted,totally,delightful.,taste,Whose opinion is it that the noodles,tasted,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
243,61,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",Michael,put,the noodles on the table.,It,was,totally,delightful.,baseline,Whose opinion is it that the noodles,was,delightful?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
244,62,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Olivia,saw,the pizza in the bowl.,It,looked,really,tantalizing.,vision,Whose opinion is it that the pizza,looked,interesting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
245,62,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Olivia,smelled,the pizza in the bowl.,It,smelled,really,tantalizing.,smell,Whose opinion is it that the pizza,smelled,interesting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
246,62,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Olivia,tasted,the pizza in the bowl.,It,tasted,really,tantalizing.,taste,Whose opinion is it that the pizza,tasted,interesting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
247,62,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Olivia,put,the pizza in the bowl.,It,was,really,tantalizing.,baseline,Whose opinion is it that the pizza,was,interesting?,The narrator's,Olivia's,Both the narrator and Olivia have this opinion.
248,63,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Thomas,saw,the sandwich in the bowl.,It,looked,extremely,unpleasant.,vision,Whose opinion is it that the sandwich,looked,unpleasant?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
249,63,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Thomas,smelled,the sandwich in the bowl.,It,smelled,extremely,unpleasant.,smell,Whose opinion is it that the sandwich,smelled,unpleasant?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
250,63,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Thomas,tasted,the sandwich in the bowl.,It,tasted,extremely,unpleasant.,taste,Whose opinion is it that the sandwich,tasted,unpleasant?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
251,63,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",Thomas,put,the sandwich in the bowl.,It,was,extremely,unpleasant.,baseline,Whose opinion is it that the sandwich,was,unpleasant?,The narrator's,Thomas's,Both the narrator and Thomas have this opinion.
252,64,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Sophia,saw,the soup on the table.,It,looked,really,disgusting.,vision,Whose opinion is it that the soup,looked,disgusting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
253,64,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Sophia,smelled,the soup on the table.,It,smelled,really,disgusting.,smell,Whose opinion is it that the soup,smelled,disgusting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
254,64,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Sophia,tasted,the soup on the table.,It,tasted,really,disgusting.,taste,Whose opinion is it that the soup,tasted,disgusting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
255,64,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home,",Sophia,put,the soup on the table.,It,was,really,disgusting.,baseline,Whose opinion is it that the soup,was,disgusting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
256,65,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",David,saw,the rice pudding on the table.,It,looked,really,dreadful.,vision,Whose opinion is it that the rice pudding,looked,dreadful?,The narrator's,David's,Both the narrator and David have this opinion.
257,65,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",David,smelled,the rice pudding on the table.,It,smelled,really,dreadful.,smell,Whose opinion is it that the rice pudding,smelled,dreadful?,The narrator's,David's,Both the narrator and David have this opinion.
258,65,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",David,tasted,the rice pudding on the table.,It,tasted,really,dreadful.,taste,Whose opinion is it that the rice pudding,tasted,dreadful?,The narrator's,David's,Both the narrator and David have this opinion.
259,65,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered the room,",David,put,the rice pudding on the table.,It,was,really,dreadful.,baseline,Whose opinion is it that the rice pudding,was,dreadful?,The narrator's,David's,Both the narrator and David have this opinion.
260,66,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jessica,saw,the dumplings on the table.,It,looked,very,tantalizing.,vision,Whose opinion is it that the dumplings,looked,tantalizing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
261,66,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jessica,smelled,the dumplings on the table.,It,smelled,very,tantalizing.,smell,Whose opinion is it that the dumplings,smelled,tantalizing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
262,66,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jessica,tasted,the dumplings on the table.,It,tasted,very,tantalizing.,taste,Whose opinion is it that the dumplings,tasted,tantalizing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
263,66,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jessica,put,the dumplings on the table.,It,was,very,tantalizing.,baseline,Whose opinion is it that the dumplings,was,tantalizing?,The narrator's,Jessica's,Both the narrator and Jessica have this opinion.
264,67,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",David,saw,the soup on the table.,It,looked,absolutely,delightful.,vision,Whose opinion is it that the soup,looked,delightful?,The narrator's,David's,Both the narrator and David have this opinion.
265,67,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",David,smelled,the soup on the table.,It,smelled,absolutely,delightful.,smell,Whose opinion is it that the soup,smelled,delightful?,The narrator's,David's,Both the narrator and David have this opinion.
266,67,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",David,tasted,the soup on the table.,It,tasted,absolutely,delightful.,taste,Whose opinion is it that the soup,tasted,delightful?,The narrator's,David's,Both the narrator and David have this opinion.
267,67,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned to the living room,",David,put,the soup on the table.,It,was,absolutely,delightful.,baseline,Whose opinion is it that the soup,was,delightful?,The narrator's,David's,Both the narrator and David have this opinion.
268,68,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Anna,saw,the bacon on the table.,It,looked,very,tantalizing.,vision,Whose opinion is it that the bacon,looked,tantalizing?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
269,68,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Anna,smelled,the bacon on the table.,It,smelled,very,tantalizing.,smell,Whose opinion is it that the bacon,smelled,tantalizing?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
270,68,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Anna,tasted,the bacon on the table.,It,tasted,very,tantalizing.,taste,Whose opinion is it that the bacon,tasted,tantalizing?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
271,68,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I got home from school,",Anna,put,the bacon on the table.,It,was,very,tantalizing.,baseline,Whose opinion is it that the bacon,was,tantalizing?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
272,69,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered,",Michael,saw,the milkshake on the plate.,It,looked,extremely,revolting.,vision,Whose opinion is it that the milkshake,looked,revolting?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
273,69,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered,",Michael,smelled,the milkshake on the plate.,It,smelled,extremely,revolting.,smell,Whose opinion is it that the milkshake,smelled,revolting?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
274,69,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered,",Michael,tasted,the milkshake on the plate.,It,tasted,extremely,revolting.,taste,Whose opinion is it that the milkshake,tasted,revolting?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
275,69,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I entered,",Michael,put,the milkshake on the plate.,It,was,extremely,revolting.,baseline,Whose opinion is it that the milkshake,was,revolting?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
276,70,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Sophia,saw,the chicken on the tray.,It,looked,really,tantalizing.,vision,Whose opinion is it that the chicken,looked,interesting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
277,70,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Sophia,smelled,the chicken on the tray.,It,smelled,really,tantalizing.,smell,Whose opinion is it that the chicken,smelled,interesting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
278,70,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","Right after I walked in,",Sophia,tasted,the chicken on the tray.,It,tasted,really,tantalizing.,taste,Whose opinion is it that the chicken,tasted,interesting?,The narrator's,Sophia's,Both the narrator and Sophia have this opinion.
